Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Qualifier	Gene > Chromosome > Identifier	Gene > Chromosome Location > Start	Gene > Chromosome Location > End	Gene > Chromosome Location > Strand	Gene > Overlapping Features > Primary DBID	Gene > Overlapping Features > Systematic Name	Gene > Overlapping Features > Standard Name	Gene > Overlapping Features > Qualifier	Gene > Overlapping Features > Chromosome Location > Start	Gene > Overlapping Features > Chromosome Location > End	Gene > Overlapping Features > Chromosome Location > Strand
S000003841	YJR080C	AIM24	Verified	chrX	580432	581616	-1	S000003840	YJR079W	""	Uncharacterized	580205	581239	1
S000003846	YJR086W	STE18	Verified	chrX	586068	586400	1	S000003847	YJR087W	""	Dubious	586400	586750	1
S000003847	YJR087W	""	Dubious	chrX	586400	586750	1	S000003846	YJR086W	STE18	Verified	586068	586400	1
S000003847	YJR087W	""	Dubious	chrX	586400	586750	1	S000003848	YJR088C	EMC2	Verified	586495	587373	-1
S000003848	YJR088C	EMC2	Verified	chrX	586495	587373	-1	S000003847	YJR087W	""	Dubious	586400	586750	1
S000003874	YJR113C	RSM7	Verified	chrX	638232	638975	-1	S000003875	YJR114W	""	Dubious	638659	639051	1
S000003875	YJR114W	""	Dubious	chrX	638659	639051	1	S000003874	YJR113C	RSM7	Verified	638232	638975	-1
S000003888	YJR127C	RSF2	Verified	chrX	658917	663059	-1	S000003889	YJR128W	""	Dubious	662921	663280	1
S000003889	YJR128W	""	Dubious	chrX	662921	663280	1	S000003888	YJR127C	RSF2	Verified	658917	663059	-1
S000003901	YJR140C	HIR3	Verified	chrX	690750	695696	-1	S000028666	YJR140W-A	""	Dubious	690961	691110	1
S000003907	YJR146W	""	Uncharacterized	chrX	703885	704238	1	S000003908	YJR147W	HMS2	Verified	704196	705272	1
S000003908	YJR147W	HMS2	Verified	chrX	704196	705272	1	S000003907	YJR146W	""	Uncharacterized	703885	704238	1
S000003942	YLL019C	KNS1	Verified	chrXII	105686	107899	-1	S000003943	YLL020C	""	Dubious	105556	105861	-1
S000003942	YLL019C	KNS1	Verified	chrXII	105686	107899	-1	S000028670	YLL019W-A	""	Dubious	106908	107000	1
S000003943	YLL020C	""	Dubious	chrXII	105556	105861	-1	S000003942	YLL019C	KNS1	Verified	105686	107899	-1
S000003959	YLL036C	PRP19	Verified	chrXII	66745	68256	-1	S000003960	YLL037W	""	Dubious	66562	66942	1
S000003960	YLL037W	""	Dubious	chrXII	66562	66942	1	S000003959	YLL036C	PRP19	Verified	66745	68256	-1
S000003967	YLL044W	""	Dubious	chrXII	48216	48662	1	S000003968	YLL045C	RPL8B	Verified	47859	48629	-1
S000003968	YLL045C	RPL8B	Verified	chrXII	47859	48629	-1	S000003967	YLL044W	""	Dubious	48216	48662	1
S000003969	YLL046C	RNP1	Verified	chrXII	46714	47463	-1	S000003970	YLL047W	""	Dubious	46672	47055	1
S000003970	YLL047W	""	Dubious	chrXII	46672	47055	1	S000003969	YLL046C	RNP1	Verified	46714	47463	-1
S000003975	YLL052C	AQY2	Verified	chrXII	35912	36361	-1	S000003976	YLL053C	""	Uncharacterized	35503	35961	-1
S000003976	YLL053C	""	Uncharacterized	chrXII	35503	35961	-1	S000003975	YLL052C	AQY2	Verified	35912	36361	-1
S000003989	YLL066C	""	Uncharacterized	chrXII	6120	9836	-1	S000028671	YLL066W-A	""	Dubious	6486	6968	1
S000003990	YLL067C	""	Uncharacterized	chrXII	585	4301	-1	S000028673	YLL067W-A	""	Dubious	843	1325	1
S000004030	YLR040C	AFB1	Verified	chrXII	228908	229582	-1	S000004031	YLR041W	""	Dubious	229377	229697	1
S000004031	YLR041W	""	Dubious	chrXII	229377	229697	1	S000004030	YLR040C	AFB1	Verified	228908	229582	-1
S000004051	YLR061W	RPL22A	Verified	chrXII	263194	263948	1	S000004052	YLR062C	BUD28	Dubious	263577	263954	-1
S000004052	YLR062C	BUD28	Dubious	chrXII	263577	263954	-1	S000004051	YLR061W	RPL22A	Verified	263194	263948	1
S000004065	YLR075W	RPL10	Verified	chrXII	282927	283592	1	S000004066	YLR076C	""	Dubious	283185	283607	-1
S000004066	YLR076C	""	Dubious	chrXII	283185	283607	-1	S000004065	YLR075W	RPL10	Verified	282927	283592	1
S000004090	YLR100W	ERG27	Verified	chrXII	341810	342853	1	S000004091	YLR101C	""	Dubious	342566	342961	-1
S000004091	YLR101C	""	Dubious	chrXII	342566	342961	-1	S000004090	YLR100W	ERG27	Verified	341810	342853	1
S000004111	YLR121C	YPS3	Verified	chrXII	388744	390270	-1	S000028674	YLR120W-A	""	Dubious	388672	388773	1
S000004112	YLR122C	""	Dubious	chrXII	390954	391331	-1	S000004113	YLR123C	""	Dubious	391078	391407	-1
S000004113	YLR123C	""	Dubious	chrXII	391078	391407	-1	S000004112	YLR122C	""	Dubious	390954	391331	-1
S000004130	YLR140W	""	Dubious	chrXII	423474	423800	1	S000004131	YLR141W	RRN5	Verified	423683	424774	1
S000004131	YLR141W	RRN5	Verified	chrXII	423683	424774	1	S000004130	YLR140W	""	Dubious	423474	423800	1
S000004153	YLR163C	MAS1	Verified	chrXII	491866	493254	-1	S000028844	YLR163W-A	""	Dubious	492812	492925	1
S000004159	YLR169W	""	Dubious	chrXII	500335	500688	1	S000004160	YLR170C	APS1	Verified	500579	501049	-1
S000004160	YLR170C	APS1	Verified	chrXII	500579	501049	-1	S000004159	YLR169W	""	Dubious	500335	500688	1
S000004160	YLR170C	APS1	Verified	chrXII	500579	501049	-1	S000004161	YLR171W	""	Dubious	500733	501122	1
S000004161	YLR171W	""	Dubious	chrXII	500733	501122	1	S000004160	YLR170C	APS1	Verified	500579	501049	-1
S000004187	YLR197W	NOP56	Verified	chrXII	546097	547611	1	S000004188	YLR198C	""	Dubious	547286	547645	-1
S000004188	YLR198C	""	Dubious	chrXII	547286	547645	-1	S000004187	YLR197W	NOP56	Verified	546097	547611	1
S000004191	YLR201C	COQ9	Verified	chrXII	549511	550293	-1	S000004192	YLR202C	""	Dubious	550194	550636	-1
S000004192	YLR202C	""	Dubious	chrXII	550194	550636	-1	S000004191	YLR201C	COQ9	Verified	549511	550293	-1
S000004206	YLR216C	CPR6	Verified	chrXII	572096	573211	-1	S000004207	YLR217W	""	Dubious	572909	573232	1
S000004207	YLR217W	""	Dubious	chrXII	572909	573232	1	S000004206	YLR216C	CPR6	Verified	572096	573211	-1
S000004213	YLR223C	IFH1	Verified	chrXII	582233	585490	-1	S000028568	YLR222C-A	""	Dubious	582006	582236	-1
S000004219	YLR229C	CDC42	Verified	chrXII	604212	604787	-1	S000004220	YLR230W	""	Dubious	604574	604879	1
S000004220	YLR230W	""	Dubious	chrXII	604574	604879	1	S000004219	YLR229C	CDC42	Verified	604212	604787	-1
S000004221	YLR231C	BNA5	Verified	chrXII	605758	607119	-1	S000004222	YLR232W	""	Dubious	606830	607177	1
S000004222	YLR232W	""	Dubious	chrXII	606830	607177	1	S000004221	YLR231C	BNA5	Verified	605758	607119	-1
S000004224	YLR234W	TOP3	Verified	chrXII	609783	611753	1	S000004225	YLR235C	""	Dubious	611532	611930	-1
S000004225	YLR235C	""	Dubious	chrXII	611532	611930	-1	S000004224	YLR234W	TOP3	Verified	609783	611753	1
S000004225	YLR235C	""	Dubious	chrXII	611532	611930	-1	S000004226	YLR236C	""	Dubious	611794	612117	-1
S000004226	YLR236C	""	Dubious	chrXII	611794	612117	-1	S000004225	YLR235C	""	Dubious	611532	611930	-1
S000004241	YLR251W	SYM1	Verified	chrXII	641464	642057	1	S000004242	YLR252W	""	Dubious	641957	642262	1
S000004242	YLR252W	""	Dubious	chrXII	641957	642262	1	S000004241	YLR251W	SYM1	Verified	641464	642057	1
S000004251	YLR261C	VPS63	Uncharacterized	chrXII	668237	668563	-1	S000004252	YLR262C	YPT6	Verified	668244	668891	-1
S000004252	YLR262C	YPT6	Verified	chrXII	668244	668891	-1	S000004251	YLR261C	VPS63	Uncharacterized	668237	668563	-1
S000004259	YLR269C	""	Dubious	chrXII	680866	681216	-1	S000004260	YLR270W	DCS1	Verified	681186	682238	1
S000004260	YLR270W	DCS1	Verified	chrXII	681186	682238	1	S000004259	YLR269C	""	Dubious	680866	681216	-1
S000004269	YLR279W	""	Dubious	chrXII	704309	704698	1	S000004270	YLR280C	""	Dubious	704483	704833	-1
S000004269	YLR279W	""	Dubious	chrXII	704309	704698	1	S000004271	YLR281C	""	Uncharacterized	704493	704960	-1
S000004270	YLR280C	""	Dubious	chrXII	704483	704833	-1	S000004269	YLR279W	""	Dubious	704309	704698	1
S000004270	YLR280C	""	Dubious	chrXII	704483	704833	-1	S000004271	YLR281C	""	Uncharacterized	704493	704960	-1
S000004271	YLR281C	""	Uncharacterized	chrXII	704493	704960	-1	S000004269	YLR279W	""	Dubious	704309	704698	1
S000004271	YLR281C	""	Uncharacterized	chrXII	704493	704960	-1	S000004270	YLR280C	""	Dubious	704483	704833	-1
S000004272	YLR282C	""	Dubious	chrXII	705071	705412	-1	S000004273	YLR283W	""	Uncharacterized	705186	706130	1
S000004273	YLR283W	""	Uncharacterized	chrXII	705186	706130	1	S000004272	YLR282C	""	Dubious	705071	705412	-1
S000004276	YLR286C	CTS1	Verified	chrXII	708448	710136	-1	S000028679	YLR286W-A	""	Dubious	708562	708696	1
S000004285	YLR294C	""	Dubious	chrXII	721701	722030	-1	S000004286	YLR295C	ATP14	Verified	721999	722373	-1
S000004286	YLR295C	ATP14	Verified	chrXII	721999	722373	-1	S000004285	YLR294C	""	Dubious	721701	722030	-1
S000004290	YLR299W	ECM38	Verified	chrXII	726069	728051	1	S000028680	YLR299C-A	""	Dubious	727911	728003	-1
S000004293	YLR302C	""	Dubious	chrXII	732191	732553	-1	S000004294	YLR303W	MET17	Verified	732542	733876	1
S000004294	YLR303W	MET17	Verified	chrXII	732542	733876	1	S000004293	YLR302C	""	Dubious	732191	732553	-1
S000004307	YLR315W	NKP2	Verified	chrXII	764808	765269	1	S000004308	YLR316C	TAD3	Verified	765266	766358	-1
S000004308	YLR316C	TAD3	Verified	chrXII	765266	766358	-1	S000004307	YLR315W	NKP2	Verified	764808	765269	1
S000004308	YLR316C	TAD3	Verified	chrXII	765266	766358	-1	S000004309	YLR317W	""	Dubious	765655	766089	1
S000004309	YLR317W	""	Dubious	chrXII	765655	766089	1	S000004308	YLR316C	TAD3	Verified	765266	766358	-1
S000004313	YLR321C	SFH1	Verified	chrXII	776584	777864	-1	S000004314	YLR322W	VPS65	Dubious	777628	777942	1
S000004314	YLR322W	VPS65	Dubious	chrXII	777628	777942	1	S000004313	YLR321C	SFH1	Verified	776584	777864	-1
S000004323	YLR331C	JIP3	Dubious	chrXII	790669	791046	-1	S000004324	YLR332W	MID2	Verified	790676	791806	1
S000004324	YLR332W	MID2	Verified	chrXII	790676	791806	1	S000004323	YLR331C	JIP3	Dubious	790669	791046	-1
S000004329	YLR337C	VRP1	Verified	chrXII	802653	805106	-1	S000004330	YLR338W	OPI9	Dubious	804346	805203	1
S000004330	YLR338W	OPI9	Dubious	chrXII	804346	805203	1	S000004329	YLR337C	VRP1	Verified	802653	805106	-1
S000004331	YLR339C	""	Dubious	chrXII	805784	806335	-1	S000004332	YLR340W	RPP0	Verified	805887	806825	1
S000004332	YLR340W	RPP0	Verified	chrXII	805887	806825	1	S000004331	YLR339C	""	Dubious	805784	806335	-1
S000004339	YLR347C	KAP95	Verified	chrXII	823828	826413	-1	S000028681	YLR347W-A	""	Dubious	824789	824929	1
S000004340	YLR348C	DIC1	Verified	chrXII	826977	827873	-1	S000004341	YLR349W	""	Dubious	827521	828027	1
S000004341	YLR349W	""	Dubious	chrXII	827521	828027	1	S000004340	YLR348C	DIC1	Verified	826977	827873	-1
S000004349	YLR357W	RSC2	Verified	chrXII	841331	844000	1	S000004350	YLR358C	""	Uncharacterized	843487	844050	-1
S000004350	YLR358C	""	Uncharacterized	chrXII	843487	844050	-1	S000004349	YLR357W	RSC2	Verified	841331	844000	1
S000004352	YLR360W	VPS38	Verified	chrXII	846103	847422	1	S000004353	YLR361C	DCR2	Verified	847388	849124	-1
S000004353	YLR361C	DCR2	Verified	chrXII	847388	849124	-1	S000004352	YLR360W	VPS38	Verified	846103	847422	1
S000004357	YLR365W	""	Dubious	chrXII	855199	855531	1	S000028846	YLR364C-A	""	Dubious	855523	855645	-1
S000004358	YLR366W	""	Dubious	chrXII	855538	855843	1	S000028846	YLR364C-A	""	Dubious	855523	855645	-1
S000004359	YLR367W	RPS22B	Verified	chrXII	856442	857317	1	S000006504	snR44	SNR44	""	856710	856920	1
S000004366	YLR374C	""	Dubious	chrXII	871453	871842	-1	S000004367	YLR375W	STP3	Verified	871697	872728	1
S000004367	YLR375W	STP3	Verified	chrXII	871697	872728	1	S000004366	YLR374C	""	Dubious	871453	871842	-1
S000004370	YLR378C	SEC61	Verified	chrXII	875736	877178	-1	S000004371	YLR379W	""	Dubious	876922	877296	1
S000004371	YLR379W	""	Dubious	chrXII	876922	877296	1	S000004370	YLR378C	SEC61	Verified	875736	877178	-1
S000004391	YLR399C	BDF1	Verified	chrXII	919536	921596	-1	S000028682	YLR399W-A	""	Dubious	920869	920973	1
S000004392	YLR400W	""	Dubious	chrXII	922063	922536	1	S000004393	YLR401C	DUS3	Verified	922442	924448	-1
S000004393	YLR401C	DUS3	Verified	chrXII	922442	924448	-1	S000004392	YLR400W	""	Dubious	922063	922536	1
S000004407	YLR415C	""	Uncharacterized	chrXII	954259	954597	-1	S000004408	YLR416C	""	Dubious	954491	954889	-1
S000004408	YLR416C	""	Dubious	chrXII	954491	954889	-1	S000004407	YLR415C	""	Uncharacterized	954259	954597	-1
S000004420	YLR428C	""	Dubious	chrXII	990617	990961	-1	S000004421	YLR429W	CRN1	Verified	990777	992732	1
S000004421	YLR429W	CRN1	Verified	chrXII	990777	992732	1	S000004420	YLR428C	""	Dubious	990617	990961	-1
S000004426	YLR434C	""	Dubious	chrXII	1006025	1006408	-1	S000004427	YLR435W	TSR2	Verified	1006378	1006995	1
S000004427	YLR435W	TSR2	Verified	chrXII	1006378	1006995	1	S000004426	YLR434C	""	Dubious	1006025	1006408	-1
S000004430	YLR438W	CAR2	Verified	chrXII	1012501	1013775	1	S000028684	YLR437C-A	""	Dubious	1012459	1012686	-1
S000004435	YLR443W	ECM7	Verified	chrXII	1022625	1023971	1	S000004436	YLR444C	""	Dubious	1023686	1023988	-1
S000004436	YLR444C	""	Dubious	chrXII	1023686	1023988	-1	S000004435	YLR443W	ECM7	Verified	1022625	1023971	1
S000004449	YLR457C	NBP1	Verified	chrXII	1055812	1056771	-1	S000004450	YLR458W	""	Dubious	1056455	1056835	1
S000004450	YLR458W	""	Dubious	chrXII	1056455	1056835	1	S000004449	YLR457C	NBP1	Verified	1055812	1056771	-1
S000004454	YLR462W	""	Uncharacterized	chrXII	1065956	1066564	1	S000004455	YLR463C	""	Dubious	1066265	1066816	-1
S000004455	YLR463C	""	Dubious	chrXII	1066265	1066816	-1	S000004454	YLR462W	""	Uncharacterized	1065956	1066564	1
S000004455	YLR463C	""	Dubious	chrXII	1066265	1066816	-1	S000004456	YLR464W	""	Uncharacterized	1066572	1067501	1
S000004456	YLR464W	""	Uncharacterized	chrXII	1066572	1067501	1	S000004455	YLR463C	""	Dubious	1066265	1066816	-1
S000004456	YLR464W	""	Uncharacterized	chrXII	1066572	1067501	1	S000004457	YLR465C	BSC3	Dubious	1067045	1067353	-1
S000004456	YLR464W	""	Uncharacterized	chrXII	1066572	1067501	1	S000004458	YLR466W	YRF1-4	Verified	1067087	1071235	1
S000004457	YLR465C	BSC3	Dubious	chrXII	1067045	1067353	-1	S000004456	YLR464W	""	Uncharacterized	1066572	1067501	1
S000004457	YLR465C	BSC3	Dubious	chrXII	1067045	1067353	-1	S000004458	YLR466W	YRF1-4	Verified	1067087	1071235	1
S000004458	YLR466W	YRF1-4	Verified	chrXII	1067087	1071235	1	S000004456	YLR464W	""	Uncharacterized	1066572	1067501	1
S000004458	YLR466W	YRF1-4	Verified	chrXII	1067087	1071235	1	S000004457	YLR465C	BSC3	Dubious	1067045	1067353	-1
S000004458	YLR466W	YRF1-4	Verified	chrXII	1067087	1071235	1	S000028685	YLR466C-A	""	Dubious	1070387	1070869	-1
S000004459	YLR467W	YRF1-5	Verified	chrXII	1072508	1077898	1	S000028687	YLR467C-A	""	Dubious	1077050	1077532	-1
S000004469	YML009C-A	""	Dubious	chrXIII	250675	251001	-1	S000004470	YML010W	SPT5	Verified	247677	250868	1
S000004469	YML009C-A	""	Dubious	chrXIII	250675	251001	-1	S000004471	YML009W-B	""	Dubious	250435	250911	1
S000004470	YML010W	SPT5	Verified	chrXIII	247677	250868	1	S000004469	YML009C-A	""	Dubious	250675	251001	-1
S000004470	YML010W	SPT5	Verified	chrXIII	247677	250868	1	S000004471	YML009W-B	""	Dubious	250435	250911	1
S000004471	YML009W-B	""	Dubious	chrXIII	250435	250911	1	S000004469	YML009C-A	""	Dubious	250675	251001	-1
S000004471	YML009W-B	""	Dubious	chrXIII	250435	250911	1	S000004470	YML010W	SPT5	Verified	247677	250868	1
S000004474	YML012C-A	""	Dubious	chrXIII	245537	245914	-1	S000004475	YML013W	UBX2	Verified	244149	245903	1
S000004475	YML013W	UBX2	Verified	chrXIII	244149	245903	1	S000004474	YML012C-A	""	Dubious	245537	245914	-1
S000004493	YML031W	NDC1	Verified	chrXIII	214189	216156	1	S000028809	YML031C-A	""	Dubious	214086	214421	-1
S000004497	YML034W	SRC1	Verified	chrXIII	209525	212155	1	S000004499	YML034C-A	""	Dubious	209428	209826	-1
S000004499	YML034C-A	""	Dubious	chrXIII	209428	209826	-1	S000004497	YML034W	SRC1	Verified	209525	212155	1
S000004503	YML039W	""	""	chrXIII	196628	201896	1	S000004504	YML040W	""	""	196628	197950	1
S000004504	YML040W	""	""	chrXIII	196628	197950	1	S000004503	YML039W	""	""	196628	201896	1
S000004508	YML045W	""	""	chrXIII	184461	189729	1	S000007381	YML045W-A	""	""	184461	185783	1
S000004510	YML047C	PRM6	Verified	chrXIII	180017	181075	-1	S000004512	YML047W-A	""	Dubious	179893	180258	1
S000004512	YML047W-A	""	Dubious	chrXIII	179893	180258	1	S000004510	YML047C	PRM6	Verified	180017	181075	-1
S000004520	YML056C	IMD4	Verified	chrXIII	162194	164176	-1	S000006445	snR54	SNR54	""	163535	163620	-1
S000004521	YML057W	CMP2	Verified	chrXIII	160180	161994	1	S000004522	YML057C-A	""	Dubious	160023	160412	-1
S000004522	YML057C-A	""	Dubious	chrXIII	160023	160412	-1	S000004521	YML057W	CMP2	Verified	160180	161994	1
S000004548	YML083C	""	Verified	chrXIII	99794	101050	-1	S000004549	YML084W	""	Dubious	99489	99797	1
S000004549	YML084W	""	Dubious	chrXIII	99489	99797	1	S000004548	YML083C	""	Verified	99794	101050	-1
S000004554	YML089C	""	Dubious	chrXIII	91041	91409	-1	S000004555	YML090W	""	Dubious	90744	91130	1
S000004555	YML090W	""	Dubious	chrXIII	90744	91130	1	S000004554	YML089C	""	Dubious	91041	91409	-1
S000004559	YML094W	GIM5	Verified	chrXIII	82275	82849	1	S000004561	YML094C-A	""	Dubious	82219	82620	-1
S000004560	YML095C	RAD10	Verified	chrXIII	81481	82113	-1	S000004562	YML096W	""	Uncharacterized	79909	81486	1
S000004561	YML094C-A	""	Dubious	chrXIII	82219	82620	-1	S000004559	YML094W	GIM5	Verified	82275	82849	1
S000004562	YML096W	""	Uncharacterized	chrXIII	79909	81486	1	S000004560	YML095C	RAD10	Verified	81481	82113	-1
S000004565	YML099C	ARG81	Verified	chrXIII	74398	77040	-1	S000004567	YML099W-A	""	Dubious	74229	74558	1
S000004567	YML099W-A	""	Dubious	chrXIII	74229	74558	1	S000004565	YML099C	ARG81	Verified	74398	77040	-1
S000004569	YML101C-A	""	Dubious	chrXIII	69409	69726	-1	S000004570	YML102W	CAC2	Verified	68294	69700	1
S000004570	YML102W	CAC2	Verified	chrXIII	68294	69700	1	S000004569	YML101C-A	""	Dubious	69409	69726	-1
S000004585	YML117W	NAB6	Verified	chrXIII	34243	37647	1	S000004586	YML116W-A	""	Dubious	37472	37774	1
S000004586	YML116W-A	""	Dubious	chrXIII	37472	37774	1	S000004585	YML117W	NAB6	Verified	34243	37647	1
S000004602	YML133C	""	Uncharacterized	chrXIII	461	4684	-1	S000028689	YML133W-A	""	Dubious	1610	2185	1
S000004602	YML133C	""	Uncharacterized	chrXIII	461	4684	-1	S000028690	YML133W-B	""	Dubious	827	1309	1
S000004615	YMR013C	SEC59	Verified	chrXIII	295179	296738	-1	S000028847	YMR013C-A	""	Dubious	296471	296620	-1
S000004633	YMR031C	EIS1	Verified	chrXIII	332212	334743	-1	S000004634	YMR031W-A	""	Dubious	334709	335035	1
S000004634	YMR031W-A	""	Dubious	chrXIII	334709	335035	1	S000004633	YMR031C	EIS1	Verified	332212	334743	-1
S000004648	YMR045C	""	""	chrXIII	357359	362627	-1	S000004649	YMR046C	""	""	361305	362627	-1
S000004649	YMR046C	""	""	chrXIII	361305	362627	-1	S000004648	YMR045C	""	""	357359	362627	-1
S000004653	YMR050C	""	""	chrXIII	373057	378325	-1	S000004654	YMR051C	""	""	377003	378325	-1
S000004654	YMR051C	""	""	chrXIII	377003	378325	-1	S000004653	YMR050C	""	""	373057	378325	-1
S000004655	YMR052C-A	""	Dubious	chrXIII	380069	380434	-1	S000004656	YMR052W	FAR3	Verified	379586	380200	1
S000004655	YMR052C-A	""	Dubious	chrXIII	380069	380434	-1	S000004657	YMR053C	STB2	Verified	380346	382898	-1
S000004656	YMR052W	FAR3	Verified	chrXIII	379586	380200	1	S000004655	YMR052C-A	""	Dubious	380069	380434	-1
S000004657	YMR053C	STB2	Verified	chrXIII	380346	382898	-1	S000004655	YMR052C-A	""	Dubious	380069	380434	-1
S000004679	YMR075C-A	""	Dubious	chrXIII	415688	416053	-1	S000004680	YMR075W	RCO1	Verified	413982	416036	1
S000004680	YMR075W	RCO1	Verified	chrXIII	413982	416036	1	S000004679	YMR075C-A	""	Dubious	415688	416053	-1
S000004691	YMR086C-A	""	Dubious	chrXIII	442026	442364	-1	S000004692	YMR086W	SEG1	Verified	439208	442090	1
S000004692	YMR086W	SEG1	Verified	chrXIII	439208	442090	1	S000004691	YMR086C-A	""	Dubious	442026	442364	-1
S000004722	YMR116C	ASC1	Verified	chrXIII	499456	500688	-1	S000007501	snR24	SNR24	""	499984	500072	-1
S000004725	YMR119W	ASI1	Verified	chrXIII	505333	507207	1	S000004726	YMR119W-A	""	Dubious	506996	507370	1
S000004726	YMR119W-A	""	Dubious	chrXIII	506996	507370	1	S000004725	YMR119W	ASI1	Verified	505333	507207	1
S000004742	YMR135C	GID8	Verified	chrXIII	538689	540056	-1	S000004743	YMR135W-A	""	Dubious	539911	540444	1
S000004743	YMR135W-A	""	Dubious	chrXIII	539911	540444	1	S000004742	YMR135C	GID8	Verified	538689	540056	-1
S000004750	YMR142C	RPL13B	Verified	chrXIII	550206	551207	-1	S000028575	YMR141W-A	""	Dubious	550911	551135	1
S000004758	YMR150C	IMP1	Verified	chrXIII	561956	562528	-1	S000004759	YMR151W	YIM2	Dubious	562506	562943	1
S000004759	YMR151W	YIM2	Dubious	chrXIII	562506	562943	1	S000004758	YMR150C	IMP1	Verified	561956	562528	-1
S000004761	YMR153C-A	""	Dubious	chrXIII	565574	565909	-1	S000004762	YMR153W	NUP53	Verified	564435	565862	1
S000004762	YMR153W	NUP53	Verified	chrXIII	564435	565862	1	S000004761	YMR153C-A	""	Dubious	565574	565909	-1
S000004768	YMR158W-B	""	Dubious	chrXIII	574471	574791	1	S000004769	YMR159C	ATG16	Verified	574476	574928	-1
S000004769	YMR159C	ATG16	Verified	chrXIII	574476	574928	-1	S000004768	YMR158W-B	""	Dubious	574471	574791	1
S000004782	YMR172C-A	""	Dubious	chrXIII	607828	608211	-1	S000004783	YMR172W	HOT1	Verified	605981	608140	1
S000004783	YMR172W	HOT1	Verified	chrXIII	605981	608140	1	S000004782	YMR172C-A	""	Dubious	607828	608211	-1
S000004784	YMR173W	DDR48	Verified	chrXIII	608689	609981	1	S000004785	YMR173W-A	""	Dubious	608897	610081	1
S000004785	YMR173W-A	""	Dubious	chrXIII	608897	610081	1	S000004784	YMR173W	DDR48	Verified	608689	609981	1
S000004805	YMR193C-A	""	Dubious	chrXIII	651072	651458	-1	S000004807	YMR194W	RPL36A	Verified	651145	651910	1
S000004807	YMR194W	RPL36A	Verified	chrXIII	651145	651910	1	S000004805	YMR193C-A	""	Dubious	651072	651458	-1
S000004857	YMR244C-A	COA6	Verified	chrXIII	758517	758831	-1	S000004859	YMR245W	""	Dubious	758563	759183	1
S000004859	YMR245W	""	Dubious	chrXIII	758563	759183	1	S000004857	YMR244C-A	COA6	Verified	758517	758831	-1
S000004885	YMR272C	SCS7	Verified	chrXIII	809623	810777	-1	S000028695	YMR272W-A	""	Dubious	810466	810579	1
S000004903	YMR290C	HAS1	Verified	chrXIII	850074	851591	-1	S000004904	YMR290W-A	""	Dubious	851422	851769	1
S000004904	YMR290W-A	""	Dubious	chrXIII	851422	851769	1	S000004903	YMR290C	HAS1	Verified	850074	851591	-1
S000004909	YMR294W-A	""	Dubious	chrXIII	858209	858568	1	S000004910	YMR295C	""	Verified	858297	858890	-1
S000004910	YMR295C	""	Verified	chrXIII	858297	858890	-1	S000004909	YMR294W-A	""	Dubious	858209	858568	1
S000004919	YMR304C-A	""	Dubious	chrXIII	878780	879130	-1	S000004921	YMR305C	SCW10	Verified	879063	880232	-1
S000004921	YMR305C	SCW10	Verified	chrXIII	879063	880232	-1	S000004919	YMR304C-A	""	Dubious	878780	879130	-1
S000004922	YMR306C-A	""	Dubious	chrXIII	886183	886572	-1	S000004923	YMR306W	FKS3	Verified	881159	886516	1
S000004923	YMR306W	FKS3	Verified	chrXIII	881159	886516	1	S000004922	YMR306C-A	""	Dubious	886183	886572	-1
S000004924	YMR307W	GAS1	Verified	chrXIII	887003	888682	1	S000028578	YMR307C-A	""	Dubious	887731	887925	-1
S000004933	YMR316C-A	""	Uncharacterized	chrXIII	905662	905973	-1	S000004935	YMR316W	DIA1	Verified	904825	905835	1
S000004934	YMR316C-B	""	Dubious	chrXIII	907321	907629	-1	S000004936	YMR317W	""	Uncharacterized	907364	910786	1
S000004935	YMR316W	DIA1	Verified	chrXIII	904825	905835	1	S000004933	YMR316C-A	""	Uncharacterized	905662	905973	-1
S000004936	YMR317W	""	Uncharacterized	chrXIII	907364	910786	1	S000004934	YMR316C-B	""	Dubious	907321	907629	-1
S000004958	YNL013C	""	Dubious	chrXIV	609133	609510	-1	S000004959	YNL014W	HEF3	Verified	606319	609453	1
S000004959	YNL014W	HEF3	Verified	chrXIV	606319	609453	1	S000004958	YNL013C	""	Dubious	609133	609510	-1
S000004962	YNL017C	""	Dubious	chrXIV	602138	602476	-1	S000006610	tI(AAU)N2	""	""	602312	602385	1
S000004973	YNL028W	""	Dubious	chrXIV	578679	578996	1	S000004974	YNL029C	KTR5	Verified	577205	578773	-1
S000004974	YNL029C	KTR5	Verified	chrXIV	577205	578773	-1	S000004973	YNL028W	""	Dubious	578679	578996	1
S000004988	YNL043C	""	Dubious	chrXIV	545589	545909	-1	S000004989	YNL044W	YIP3	Verified	545268	545877	1
S000004989	YNL044W	YIP3	Verified	chrXIV	545268	545877	1	S000004988	YNL043C	""	Dubious	545589	545909	-1
S000005002	YNL057W	""	Dubious	chrXIV	516403	516735	1	S000005003	YNL058C	""	Uncharacterized	515763	516713	-1
S000005003	YNL058C	""	Uncharacterized	chrXIV	515763	516713	-1	S000005002	YNL057W	""	Dubious	516403	516735	1
S000005033	YNL089C	""	Dubious	chrXIV	456693	457169	-1	S000005034	YNL090W	RHO2	Verified	456565	457143	1
